tag,slug,title,description,icon,content,language_id,region,content_type,created_by,cosmos_language_id,questions,level,standalone
action-card,res-action-card-mnemonics-identify-site-of-maternal-sepsis,Mnemonics - Identify Site of Maternal Sepsis,Mnemonics - Identify Site of Maternal Sepsis,a123a077eeb240bca61f489a6654285a,750570383be74258a856804bc51120d2,,africa,original,catalin@maternity.dk,,,,
action-card,res-action-card-mnemonics-management-of-maternal-sepsis,Mnemonics - Management of Maternal Sepsis,Mnemonics - Management of Maternal Sepsis,ad4b881ba233466181387442cc54dff7,68b0e13d9ba2447f8b72f4695853d1ba,,africa,original,catalin@maternity.dk,,,,
action-card,res-action-card-sa-maternal-sepsis-emergency-management,SA Maternal Sepsis Emergency Management,SA Maternal Sepsis Emergency Management,d69fe84638674392b2c20636d0a6ce2d,7d915ec3b1114cb19a662826c8b596d4,,africa,original,catalin@maternity.dk,,,,
drug,res-drug-artesunate,Artesunate,Artesunate,9dfa8fc9431a461e94a674ca2f77594c,f3472ce280c541fa95651d90d889a863,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-chloramphenicol,Chloramphenicol,Chloramphenicol,9dfa8fc9431a461e94a674ca2f77594c,6bde757dac184460a930f1008b953fcc,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-dicloxacillin,Dicloxacillin,Dicloxacillin,9dfa8fc9431a461e94a674ca2f77594c,438026c0982b4175a35a62b81b9ced1f,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-flucloxacillin,Flucloxacillin,Flucloxacillin,9dfa8fc9431a461e94a674ca2f77594c,87e150c746c94a52bf55bbf8053ce68d,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-quinine,Quinine,Quinine,9dfa8fc9431a461e94a674ca2f77594c,d0e02a5965fe42bf91695f3a24b4d454,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-algorithm-neonatal-resuscitation,Algorithm: Neonatal Resuscitation,Algorithm: Neonatal Resuscitation,d7376ab591fd4de2948a0a67792828a8,7d39963c1dda4e2794cf85e1c3e25c79,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-ambu-bag-mask-parts-functions,Ambu Bag & Mask: Parts/Functions,Ambu Bag & Mask: Parts/Functions,48e12db51f8b4893923cbbf77d9b711e,7b1f485297de4ae78456114f969529a6,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-emergency-referral-neonatal-resuscitation,Emergency Referral - Neonatal Resuscitation,Emergency Referral - Neonatal Resuscitation,6f23f0f9f5974c96b45ff76edd70ec24,88854bf15b8347a48462dbccee477e8e,,africa,original,catalin@maternity.dk,,,,
action-card,res-action-card-emergency-referral-newborn-management,Emergency Referral - Newborn Management,Emergency Referral - Newborn Management,6f23f0f9f5974c96b45ff76edd70ec24,085ecc9df6504022ac8804bf65d911f2,,africa,original,sthordal@maternity.dk,,,,
action-card,res-action-card-emergency-referral-for-newborn,Emergency Referral for Newborn,Emergency Referral for Newborn,6f23f0f9f5974c96b45ff76edd70ec24,4db608187bff431fac41f2b5a959a768,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-feeding-and-fluid-management,Feeding and fluid management,Feeding and fluid management,c1c1d23bab47419185278c99fa0a516c,f25ccb6478764143b62a366625b467c6,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-feeding-and-fluid-therapy,Feeding and Fluid Therapy,Feeding and Fluid Therapy,ccba415ae8954bf69e4d07691235510e,9f3cc1fc99d74b4681e70ff355f61b28,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-hbb-action-plan,HBB - Action Plan,HBB - Action Plan,624ae21610e34bd2b940c3af8dcc648d,9772e8cc4fcc487593c2a1042e58abb2,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-hbb-neonatal-resuscitation,HBB - Neonatal Resuscitation,HBB - Neonatal Resuscitation,d7376ab591fd4de2948a0a67792828a8,9139feef18e048b1af50898a8a141845,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-hbb-ldhf-practice-sessions,HBB LDHF Practice Sessions,HBB LDHF Practice Sessions,bd9470d86cf041069b7a2047f08b5051,3e92d498378045c5864f7417f9c5d704,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-neonatal-referral,Neonatal Referral,Neonatal Referral,6f23f0f9f5974c96b45ff76edd70ec24,8699f5b5bf5d42f5aa6b5f4cbb0a7d35,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-neonatal-resuscitation,Neonatal Resuscitation,Neonatal Resuscitation,d7376ab591fd4de2948a0a67792828a8,bb3a68eea50842efbd1bfd56ae477ec9,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-neonatal-resuscitation-new-2025,Neonatal resuscitation (NEW 2025),Neonatal resuscitation (NEW 2025),2ed5f3ec0fde4625929c00f94c849400,40ff2371b8f9445f80dbddc5fcb4d9fc,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-paediatric-drugs-india,Paediatric Drugs - India,Paediatric Drugs - India,a88585e145d94dec878e5f8a4710b161,fd8c0c4962944d5aa11da2bac6f84f65,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-newborn-management-pediatric-drugs-and-fluids,Newborn Management Pediatric Drugs and Fluids,Newborn Management Pediatric Drugs and Fluids,a88585e145d94dec878e5f8a4710b161,df82ce81760b4017b4136a244e767a89,,africa,original,juliemollar@maternity.dk,,,,
action-card,res-action-card-safe-oxygen-management-new-2025,Safe oxygen management (NEW 2025),Safe oxygen management (NEW 2025),414d2dbc6e19427a8f6e9051f5bb81c9,ecb56eeeaad747e2a522f04c203e4d88,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-safe-oxygen-therapy,Safe Oxygen Therapy,Safe Oxygen Therapy,ff724284364e46e7afe2fc9b3d181b62,6cfadec437d14f18a66194547f6555ca,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-adrenaline,Adrenaline,Adrenaline,120deb069731410a8efb04f946f45dd5,f31f7e55584d437999b7ebd4c7fefe1d,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-phenobarbital,Phenobarbital,Phenobarbital,120deb069731410a8efb04f946f45dd5,e6be7d2ef992408fa7dfa9a70cccbfa2,,africa,original,frederikke@maternity.dk,,,,
action-card,res-action-card-antibiotic-management-new-2025,Antibiotic management (New 2025),Antibiotic management (New 2025),f763262b97d6437fb9d639adc0a22f07,217c74279d2c477980f223169fb8e654,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-antibiotic-management,Antibiotic Management,Antibiotic Management,a88585e145d94dec878e5f8a4710b161,06056434ab40409bb3d221efc94da4bf,,africa,original,rikke@maternity.dk,,,,
action-card,res-action-card-cambodia-newborn-management-paediatric-drugs-and-fluids,Cambodia Newborn Management Paediatric drugs and fluids,Cambodia Newborn Management Paediatric drugs and fluids,a88585e145d94dec878e5f8a4710b161,aac2546d70f6462191b39dd298861269,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-newborn-management-danger-signs,Newborn Management Danger Signs,Newborn Management Danger Signs,91d236aed7144f24b33fdb3cfa0a37a1,0cb8d524534e4fca87da5eeeebc63742,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-fluid-management-for-nicu,Fluid Management for NICU,Fluid Management for NICU,a88585e145d94dec878e5f8a4710b161,c9938fa0cdac4729b71f9fef0f9e9078,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-lao-newborn-management-routine-care,Lao - Newborn Management Routine Care,Lao - Newborn Management Routine Care,173f25422efa4e509ca0d50550e54b92,1b0b725540354e7c9d97d6df80370c69,,africa,original,catalin@maternity.dk,,,,
action-card,res-action-card-newborn-management-management-of-danger-signs,Newborn Management Management of Danger Signs,Newborn Management Management of Danger Signs,5d7c49c911da4a7b83cfbd2d890eb834,1f5f6761a49e4e2c9a1c49b2d3228716,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-neonatal-jaundice,Neonatal jaundice,Neonatal jaundice,54880d0a11bf46e19997473a0f7f0bca,e92ca34729d74de39d08318c738577fa,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-newborn-prevention-and-early-intervention,Newborn — Prevention and Early Intervention,Newborn — Prevention and Early Intervention,de16cc82d44d4ede8880ae4cf1855fe5,fe0f842238894affbba85912ce3961fe,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-breastfeeding-new-2025,Breastfeeding (NEW 2025),Breastfeeding (NEW 2025),14fe6e6cbc5f477ba474890f2ff897f3,2bfa392e4f4e41f9af4d1b67c8762536,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-fr-intravenous-access-equipment,FR Intravenous access equipment,FR Intravenous access equipment,d4838ece81314048b0fa310592377d8c,d032b4d9704c45bc9bf1226ff4f18c50,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-intravenous-access-equipment-newborn,Intravenous access equipment - Newborn,Intravenous access equipment - Newborn,d4838ece81314048b0fa310592377d8c,cab5ce7ae51948699a8ce40b83b42c80,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-nasogastric-tube,Nasogastric tube,Nasogastric tube,ff724284364e46e7afe2fc9b3d181b62,ee62553103ca43e9bd2892acab92dfb6,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-definition-and-complications,Definition and complications,Definition and complications,03d2256a695c435cb7759f46af4eb364,4d0b04275eec466ab506c89ecb23d77c,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-definitions-and-complications-ethiopia,Definitions and complications (Ethiopia),Definitions and complications (Ethiopia),03d2256a695c435cb7759f46af4eb364,cdf3b211360d4893974f90c079a50615,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-deinfibulation-ethiopia,Deinfibulation (Ethiopia),Deinfibulation (Ethiopia),17c8707965a3467ebb186f1abe687094,2526ec15693546d2ab077e4a5e269d10,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-deinfibulation,Deinfibulation,Deinfibulation,17c8707965a3467ebb186f1abe687094,82d6cb3c806e455584cd0d3fb36de711,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-antibiotic-management-ind,Antibiotic Management (IND),Antibiotic Management (IND),f763262b97d6437fb9d639adc0a22f07,a28422e8854e4ac3ad878e6c4f385954,,africa,original,neelam@maternity.dk,,,,
action-card,res-action-card-neonatal-hypoglycemia,Neonatal hypoglycemia,Neonatal hypoglycemia,,df5109de46c741b39c27c05bb99928a0,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-nutritional-supplements-for-lbw-babies,Nutritional supplements for LBW babies,Nutritional supplements for LBW babies,ccba415ae8954bf69e4d07691235510e,2e8aab97747c4fa68c8ed212225975ec,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-expression-of-breast-milk-storage-ind,Expression of breast milk & storage (IND),Expression of breast milk & storage (IND),5d21796c385843eda4bb96088faeada6,4f877494bdda440d9474d9a69eda2511,,africa,original,neelam@maternity.dk,,,,
procedure,res-procedure-kangaroo-mother-care,Kangaroo Mother Care,Kangaroo Mother Care,b0f7f2c09f0b41c590f3c0dd0444611b,2b723652fb3146cc99ea4c8141bb45f4,,africa,original,aditya@maternity.dk,,,,
procedure,res-procedure-naso-and-orogastric-tube,Naso- and Orogastric Tube,Naso- and Orogastric Tube,ff724284364e46e7afe2fc9b3d181b62,fa70bfe50c70419cbf0eb3927eb37d1c,,africa,original,juliemollar@maternity.dk,,,,
drug,res-drug-amikacin,Amikacin,Amikacin,b0f7f2c09f0b41c590f3c0dd0444611b,4891e567b8934dad99aa378fa07ea98e,,africa,original,neelam@maternity.dk,,,,
drug,res-drug-aminophylline,Aminophylline,Aminophylline,b0f7f2c09f0b41c590f3c0dd0444611b,e1b5fa4484864d47b9c04db969f106e5,,africa,original,katrine@maternity.dk,,,,
drug,res-drug-caffeine-citrate,Caffeine citrate,Caffeine citrate,b0f7f2c09f0b41c590f3c0dd0444611b,7de362adf583451a94cd4217b4fc996d,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-cefotaxime,Cefotaxime,Cefotaxime,b0f7f2c09f0b41c590f3c0dd0444611b,6f349466f77746e7910b017db71d8116,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-cloxacillin,Cloxacillin,Cloxacillin,b0f7f2c09f0b41c590f3c0dd0444611b,2e16fd8647c34d7b8b1251a47a2bca39,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-algorithm-for-pregnant-women-with-suspected-or-confirmed-covid-19,Algorithm for Pregnant Women with Suspected or Confirmed COVID-19,Algorithm for Pregnant Women with Suspected or Confirmed COVID-19,5aae96e111f2435f8ec75b59fbc341fc,85176ce019ef46cda3ad7233f9ddf594,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-cambodia-postnatal-care,Cambodia - Postnatal Care,Cambodia - Postnatal Care,929358c7c83247e19a4c87c5342fc72e,e5821b716786480cb137655da61efc82,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-checklist-1,Checklist 1,Checklist 1,5aae96e111f2435f8ec75b59fbc341fc,34b192e8333b4ebb8d211d301a57e40b,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-checklist-2,Checklist 2,Checklist 2,5aae96e111f2435f8ec75b59fbc341fc,148982b598784b8d830a83c14eadb205,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-link-to-remote-contacts-anc-videos,Link to Remote Contacts ANC Videos,Link to Remote Contacts ANC Videos,643472a65dc54da1bb68827162a61bed,3094d267e0db4c63aa28233113c04f4b,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-link-to-remote-contacts-pnc-videos,Link to Remote Contacts PNC Videos,Link to Remote Contacts PNC Videos,643472a65dc54da1bb68827162a61bed,935d31142a60400c893cff9762914dda,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-nepal-antenatal-care,Nepal - Antenatal Care,Nepal - Antenatal Care,9f04e5f973f547cda406413bc83de607,d72eaf46eee849618284e54fdc40a5c8,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-postnatal-care-nepal,Postnatal Care - Nepal,Postnatal Care - Nepal,99b9081b65bc45e490a333d0398b7d08,4954c16c7d34414f828e6f44426f4326,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-postnatal-care,Postnatal Care,Postnatal Care,929358c7c83247e19a4c87c5342fc72e,70a813272764464da4386aceb6170757,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-are-pregnant-women-an-at-risk-group,Are Pregnant Women an ‘At Risk’ Group?,Are Pregnant Women an ‘At Risk’ Group?,a123a077eeb240bca61f489a6654285a,b7153426c8fa43f8a10661579cab4cfe,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-bio-medical-waste-management,Bio-Medical Waste Management,Bio-Medical Waste Management,67cb9c62b66f4e06a3dc3b71e1db0468,37ecbf6e2b144ff4aa4907e318515162,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-breastfeeding-and-covid-19,Breastfeeding and COVID-19,Breastfeeding and COVID-19,14fe6e6cbc5f477ba474890f2ff897f3,97d7fe7eba1949da857699385405c564,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-care-during-pregnancy-and-birth,Care during pregnancy and birth,Care during pregnancy and birth,111bd30c2c0344548d78ee64863d898b,e15850f93e544e38a507792828cb80e0,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-donning-and-doffing,Donning and Doffing,Donning and Doffing,b64c6f9d65e548f19d5ee04688ddb31e,d08244a26ba84b63b179e206810af37d,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-five-steps-to-beat-covid-19,Five steps to beat COVID-19,Five steps to beat COVID-19,4f1a9f433da242608a0f89e438646804,518c571b01304058b1ffb59223e06418,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-how-to-make-sodium-hypochlorite-solution,How to make Sodium Hypochlorite solution,How to make Sodium Hypochlorite solution,481f4b0346fd4fe787c22c0cfbe9652a,8986d0842d6d408cae0b2626c01c8af6,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-minimize-the-spread-of-covid-19-at-the-health-facility,Minimize the spread of COVID-19 at the health facility,Minimize the spread of COVID-19 at the health facility,3033afdbf1634cb384f8778a3d61e5da,a76e77e0819240adbed2eb2aa64818fa,,africa,original,sarah@maternity.dk,,,,
procedure,res-procedure-symptoms-of-covid-19,Symptoms of COVID-19,Symptoms of COVID-19,22e4ecc6000b4df3a316c0289063c6d8,561e7428e9114697be12a33ce6ae1357,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-vertical-transmission-and-newborn-risk,Vertical Transmission and Newborn Risk,Vertical Transmission and Newborn Risk,7f629b299711445a870bd20161a4c67f,07d0ddfa00e942bcafe828bfeded2476,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-partograph,Partograph,Partograph,fcf1cc7fbd1b41979a65254f7c9cb728,0dd84f65eef84f28904adb562d40c9cb,,africa,original,nanna@maternity.dk,,,,
procedure,res-procedure-abdominal-examination,Abdominal examination,Abdominal examination,2c06b78336a040dfa864dec62c020008,8690cf910d444e2c873c6481b013c537,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-abdominal-examination-new-2025,Abdominal examination (NEW 2025),Abdominal examination (NEW 2025),2c06b78336a040dfa864dec62c020008,b659be73623445e2bcb64a7735e7afb0,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-ais-observe-fetal-condition,AIS: Observe fetal condition,AIS: Observe fetal condition,2c06b78336a040dfa864dec62c020008,a3985695ad5a4a839e6555a506756880,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-calculate-due-date-and-ga,Calculate due date and GA,Calculate due date and GA,18f20b9d04424b7388b2bf01ed45b3db,a0d8223f30514ca3b527b4eba6c1383f,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-ias-asses-the-delivery-progress-latent-phase,IAS: Asses the delivery progress - Latent phase,IAS: Asses the delivery progress - Latent phase,,b8fbafe8cbc1497d8cd48915529cbf08,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-ias-assess-the-delivery-progress-active-phase,IAS: Assess the delivery progress - Active phase,IAS: Assess the delivery progress - Active phase,,59c5dc10626f45b7b97d4b5490579496,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-ias-assess-the-delivery-progress-decide-stage-of-labour,IAS: Assess the delivery progress - decide stage of labour,IAS: Assess the delivery progress - decide stage of labour,,33610fa0d9134065bc12b8fbd959d9fe,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-ias-assess-the-delivery-progress-second-phase,IAS: Assess the delivery progress - Second phase,IAS: Assess the delivery progress - Second phase,,54bd16e997d64f85b0475d18c3af7d61,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-ias-immediate-response-to-an-emergency-for-pregnant-woman,IAS: Immediate response to an emergency for pregnant woman,IAS: Immediate response to an emergency for pregnant woman,ca84a83ddef4495bb9edacdbe4ffe94d,c1ba0100066a41ee8cc5de327412a0d1,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-ias-listen-to-a-woman-s-complaint,IAS: Listen to a woman's complaint,IAS: Listen to a woman's complaint,6afeba56b3f543dabb7ffc3f7ce2ed5f,8b67cd75567e475190e20d270ecb4067,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-ias-observe-maternal-condition,IAS: Observe maternal condition,IAS: Observe maternal condition,0ef84f4bdc3949fab651f9c06dfe57e2,d93808f0da994a7e97c26fc16da19f3c,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-ias-women-s-general-information-and-obstetrical-history,IAS: Women's general information and obstetrical history,IAS: Women's general information and obstetrical history,7e043d693a9d4e80abc611d37a2ce57d,3eef4360a8084fd8857ee7f03e218527,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-initial-assessment-sheet,Initial Assessment Sheet,Initial Assessment Sheet,6afeba56b3f543dabb7ffc3f7ce2ed5f,f0de5ddbf7344f659da974c57263065b,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-initial-assessment,Initial assessment,Initial assessment,6afeba56b3f543dabb7ffc3f7ce2ed5f,3758d5cc9d1f4c33ad1b096a6f7169e4,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-monitoring,Monitoring,Monitoring,0ebb49f797a0481191f51cbb7b4ef5d1,de1ed0f081404241a50810ac538e2ee6,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-vaginal-examination,Vaginal examination,Vaginal examination,34a43a253a92403bbca66985d2af6323,75f64e9397b74227bfae7d5f73d79830,,africa,original,frederikke@maternity.dk,,,,
action-card,res-action-card-advance-neonatal-resuscitation,Advance Neonatal Resuscitation,Advance Neonatal Resuscitation,2ed5f3ec0fde4625929c00f94c849400,67cb8e6909694a0087cac6c6321cf34a,,africa,original,neelam@maternity.dk,,,,
action-card,res-action-card-criteria-for-discharge-from-nbsu,Criteria for discharge from NBSU,Criteria for discharge from NBSU,7f629b299711445a870bd20161a4c67f,5b88afaf9c6e4e199a7c03b0daeb8226,,africa,original,katrine@maternity.dk,,,,
action-card,res-action-card-nbsu-admission-criteria,NBSU Admission Criteria,NBSU Admission Criteria,91d236aed7144f24b33fdb3cfa0a37a1,7964db69fcd8417eacfd4f937ee1434f,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-disinfection-of-newborn-care-unit,Disinfection of Newborn Care Unit,Disinfection of Newborn Care Unit,b32199b8f98e4afca7e1fefd7dcc137a,c7da4076100b49a7ae0545768d580e92,,africa,original,katrine@maternity.dk,,,,
procedure,res-procedure-india-umbilical-vein-catheterisation,India Umbilical Vein Catheterisation,India Umbilical Vein Catheterisation,314c02db8335412c9c7d051c4e3b3c2c,f73d14fc6008404593f9e775c891ff63,,africa,original,nanna@maternity.dk,,,,
action-card,res-action-card-abortion-counselling,Abortion counselling,Abortion counselling,85ed4865f811476794f684fe2dbb68ff,e562bf7c89d14e2fa3eb131bc625ac1a,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-antibiotic-prophylaxis-for-surgical-and-medical-abortion,Antibiotic prophylaxis for surgical and medical abortion,Antibiotic prophylaxis for surgical and medical abortion,a88585e145d94dec878e5f8a4710b161,82b93a20dea64996ac6d82e8cdc3270f,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-cervical-preparation-before-surgical-abortion,Cervical preparation before surgical abortion,Cervical preparation before surgical abortion,12e51715cd574ca690b7823deb78e104,bc49adb4b4b74251b3355e6962bfecfe,,africa,original,sarah@maternity.dk,,,,
action-card,res-action-card-contraception-following-abortion,Contraception following abortion,Contraception following abortion,dec2ee89867043528286f33218ab0bd9,01d3b9e6b2fb4aacb44e0808b2110c51,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-laboratory-tests,Laboratory tests,Laboratory tests,c995f54d0f134e68be023bae0fa7376e,6f935e18dec64c29912c0c626844365d,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-overview-of-the-different-abortion-methods,Overview of the different abortion methods,Overview of the different abortion methods,39375ad86f2b4284928222a6b7c8240f,b5182d1a8b5d4a099ea99fdc552ef199,,africa,original,juliemollar@maternity.dk,,,,
action-card,res-action-card-pain-management,Pain Management,Pain Management,11e5d11ba985490fbc879ef7c9a4937f,6c2d35bb112a436795908508d122e70a,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-pre-abortion-care-the-initial-assessment,Pre-abortion care: the initial assessment,Pre-abortion care: the initial assessment,f7eb3dbb452a4c86ba0cfe7c8c41f84b,db5c1c4f377d40168e9084a65eea1dab,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-telemedicine,Telemedicine,Telemedicine,643472a65dc54da1bb68827162a61bed,9cc75d59490142ff980cb6255eb3c89c,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-treatment-regimens-for-medical-abortion-1-trimester,Treatment regimens for medical abortion 1. trimester,Treatment regimens for medical abortion 1. trimester,49bcd2bd44174c4d907afffeb6a77491,0d29eec039f24c63b055d448747a0b0f,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-treatment-regimens-for-medical-abortion-2-trimester,Treatment regimens for medical abortion 2. trimester,Treatment regimens for medical abortion 2. trimester,28608ce320184c599b15168326330c3c,b85a745111094fc5ad268cabcabb8bd0,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-warning-signs-abortion-complications,Warning signs/abortion complications,Warning signs/abortion complications,4f701f067e4c447a971a38cfd90c20e4,764b97f2951f4e1ea1f2e18488dde04b,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-dating-the-pregnancy,Dating the pregnancy,Dating the pregnancy,90555cac7495468c95710e6e48c80f20,a4220cb001014a148c4cd5eca951bf45,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-legal-provision,Legal Provision,Legal Provision,ea9c22f39f0e410795bfa0fbc81d128e,c4cde519e4cc46578b7a06639fa53671,,africa,original,nanna@maternity.dk,,,,
procedure,res-procedure-physical-examination,Physical examination,Physical examination,3206c164a20b45dc996a7406479c2822,6289eeb7fb9e438997cead6ee71dce45,,africa,original,natalia@maternity.dk,,,,
procedure,res-procedure-screening-tools,Screening tools,Screening tools,ff390502924845028f9917f9a33e883f,213bc52e1e3b4db78a2506ee28ed0430,,africa,original,natalia@maternity.dk,,,,
drug,res-drug-combi-pack-letrozole-misoprostol-med-ab-1-trimester,COMBI-PACK/Letrozole & Misoprostol (MED.AB 1. trimester),COMBI-PACK/Letrozole & Misoprostol (MED.AB 1. trimester),0f4ae1ada7b8425aac902254496ff56c,8ee644b546114cc48d6096985b045269,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-combi-pack-mifepristone-misoprostol-med-ab-1-trimester,COMBI-PACK/Mifepristone & Misoprostol (MED.AB 1. trimester),COMBI-PACK/Mifepristone & Misoprostol (MED.AB 1. trimester),0f4ae1ada7b8425aac902254496ff56c,f835b266a25248f3972ff7b60520f4b1,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-combi-pack-mifepristone-misoprostol-med-ab-2-trimester,COMBI-PACK/Mifepristone & Misoprostol (MED.AB 2. trimester),COMBI-PACK/Mifepristone & Misoprostol (MED.AB 2. trimester),0f4ae1ada7b8425aac902254496ff56c,df1e2d086db6403b803f20f6570294f9,,africa,original,nanna@maternity.dk,,,,
drug,res-drug-misoprostol-med-ab-1-trimester,Misoprostol (MED.AB 1. trimester),Misoprostol (MED.AB 1. trimester),0f4ae1ada7b8425aac902254496ff56c,bb7f6f1a65254090af15342c8505e2b5,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-misoprostol-med-ab-2-trimester,Misoprostol (MED.AB 2. trimester),Misoprostol (MED.AB 2. trimester),0f4ae1ada7b8425aac902254496ff56c,42c483d8358e4e6ba44836653418e64b,,africa,original,frederikke@maternity.dk,,,,
drug,res-drug-misoprostol-sur-ab,Misoprostol (SUR.AB),Misoprostol (SUR.AB),0f4ae1ada7b8425aac902254496ff56c,bceacb55ccd44c599994af2d79a5b776,,africa,original,frederikke@maternity.dk,,,,
action-card,res-action-card-infant-outcomes,Infant outcomes,Infant outcomes,3c935ce95a4d4f20a695b07bd1fcfb7e,2cac4cd3727c4dc29a4ff609bad47110,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-perinatal-mental-health-conditions,Perinatal mental health conditions,Perinatal mental health conditions,ae9a3f60eca0420d8e1b082012dc67a2,5c9a2b4908e24969a5c44c6de57be932,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-risk-factors-causes,Risk factors/causes,Risk factors/causes,c35b49828ef3460d88cffe16fee50d6b,0839040e55c741218d8e659d8651ce32,,africa,original,natalia@maternity.dk,,,,
action-card,res-action-card-screening,Screening,Screening,b0818b26960c4c349f9a1744c4b6ea35,0998b332d9eb46cea25c17d7468e73fb,,africa,original,natalia@maternity.dk,,,,
